long,lat,periodo,titulo_proyecto,productora_razon_social,tipo_produccion,fecha_rodaje,direccion,calle,altura,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.46780368,-34.57643645,2018,DADA FINCAS LAS MORAS,JACARANDA FILMS S.A.,CINE PUBLICITARIO,2018-11-03,TRONADOR 1589,TRONADOR,1589,VILLA ORTUZAR,COMUNA 15,1430,C1430DKA
-58.43625119,-34.5825896,2018,DADA FINCAS LAS MORAS,JACARANDA FILMS S.A.,CINE PUBLICITARIO,2018-11-03,EL SALVADOR 5699,EL SALVADOR,5699,PALERMO,COMUNA 14,1414,C1414BQE
-58.37173271,-34.6268126,2018,EL TIO,PENSA Y ROCCA PRODUCCIONES S.R.L.,LARGOMETRAJE,2018-12-03,CASEROS AV. 438,CASEROS AV.,438,BARRACAS,COMUNA 4,1152,C1152AAN
-58.46671195,-34.56580295,2018,EL TIO,PENSA Y ROCCA PRODUCCIONES S.R.L.,LARGOMETRAJE,2018-12-03,CONDE 2255,CONDE,2255,BELGRANO,COMUNA 13,1428,C1428DBA
-58.43873156,-34.58723867,2018,SECRETO BIEN GUARDADO,M&S PRODUCCION S.R.L.,PROGRAMA TELEVISIVO,2018-12-03,"VEGA, NICETO, CNEL. AV. 5510","VEGA, NICETO, CNEL. AV.",5510,PALERMO,COMUNA 14,1414,C1414BFD
-58.48387,-34.56784252,2018,EL TIO,PENSA Y ROCCA PRODUCCIONES S.R.L.,LARGOMETRAJE,2018-12-03,MILLER 2850,MILLER,2850,VILLA URQUIZA,COMUNA 12,1431,C1431GEF
-58.47316639,-34.55335618,2018,EL TIO,PENSA Y ROCCA PRODUCCIONES S.R.L.,LARGOMETRAJE,2018-12-03,NUÑEZ 3040,NUÑEZ,3040,NUÑEZ,COMUNA 13,1429,C1429BWV
-58.46795323,-34.56982881,2018,EL TIO,PENSA Y ROCCA PRODUCCIONES S.R.L.,LARGOMETRAJE,2018-12-03,"MARTINEZ, ENRIQUE, GRAL. 2037","MARTINEZ, ENRIQUE, GRAL.",2037,BELGRANO,COMUNA 13,1430,C1430EWE
-58.38645685,-34.60517432,2018,EL TIO,PENSA Y ROCCA PRODUCCIONES S.R.L.,LARGOMETRAJE,2018-12-03,URUGUAY 301,URUGUAY,301,SAN NICOLAS,COMUNA 1,1015,C1015ABG
-58.44125293,-34.57620348,2018,VINCULOS,TAMANGO FILMS S.A.,CINE PUBLICITARIO,2018-12-03,"DUMONT, SANTOS 2724","DUMONT, SANTOS",2724,PALERMO,COMUNA 14,1426,C1426DDB
-58.43896216,-34.58764855,2018,BUSCAS,48M2 S.A.,CINE PUBLICITARIO,2018-12-03,HUMBOLDT 1356,HUMBOLDT,1356,PALERMO,COMUNA 14,1414,C1414CTJ
-58.46035655,-34.60884365,2018,BUSCAS,48M2 S.A.,CINE PUBLICITARIO,2018-12-03,TRES ARROYOS 1510,TRES ARROYOS,1510,CABALLITO,COMUNA 6,1416,C1416DCV
-58.37221506,-34.60320914,2018,VINCULOS,TAMANGO FILMS S.A.,CINE PUBLICITARIO,2018-12-03,CORRIENTES AV. 380,CORRIENTES AV.,380,SAN NICOLAS,COMUNA 1,1043,C1043AAQ
-58.43011981,-34.58804904,2018,BUSCAS,48M2 S.A.,CINE PUBLICITARIO,2018-03-13,SANTA ROSA 5061,SANTA ROSA,5061,PALERMO,COMUNA 14,1414,C1414BOC
-58.43873156,-34.58723867,2018,VINCULOS,TAMANGO FILMS S.A.,CINE PUBLICITARIO,2018-03-13,"VEGA, NICETO, CNEL. AV. 5510","VEGA, NICETO, CNEL. AV.",5510,PALERMO,COMUNA 14,1414,C1414BFD
-58.49419449999999,-34.66866567,2018,VENDAJE,PROTEINA PURA S.A.,CINE PUBLICITARIO,2018-03-13,"PERON, EVA AV. 6600","PERON, EVA AV.",6600,VILLA LUGANO,COMUNA 8,1439,C1439BTQ
-58.37170676,-34.61729273,2018,VINCULOS,TAMANGO FILMS S.A.,CINE PUBLICITARIO,2018-03-13,DEFENSA 801,DEFENSA,801,SAN TELMO,COMUNA 1,1065,C1065AAO
-58.39876592,-34.59985093,2018,LA GRAN HORMIGA BALSA,GRIYO S.R.L.,PROGRAMA TELEVISIVO,2018-03-13,"URIBURU JOSE E., PRES. 800","URIBURU JOSE E., PRES.",800,BALVANERA,COMUNA 3,1027,C1027AAP
-58.35583326,-34.62905798,2018,Y QUE?,PRIMO CONTENTS S.R.L.,CINE PUBLICITARIO,2018-03-13,DON PEDRO DE MENDOZA AV. 651,DON PEDRO DE MENDOZA AV.,651,BOCA,COMUNA 4,1156,C1156ACG
-58.43625119,-34.5825896,2018,REXONA,PRIMO CONTENTS S.R.L.,CINE PUBLICITARIO,2018-03-14,EL SALVADOR 5699,EL SALVADOR,5699,PALERMO,COMUNA 14,1414,C1414BQE
-58.43934606,-34.59222349,2018,Y QUE?,PRIMO CONTENTS S.R.L.,CINE PUBLICITARIO,2018-03-14,URIARTE 890,URIARTE,890,VILLA CRESPO,COMUNA 15,1414,C1414DAB
-58.43924192,-34.5819227,2018,Y QUE?,PRIMO CONTENTS S.R.L.,CINE PUBLICITARIO,2018-03-14,HONDURAS 5900,HONDURAS,5900,PALERMO,COMUNA 14,1414,C1414BNJ
-58.44169535,-34.62104114,2018,Y QUE?,PRIMO CONTENTS S.R.L.,CINE PUBLICITARIO,2018-03-14,RIVADAVIA AV. 5430,RIVADAVIA AV.,5430,CABALLITO,COMUNA 6,1424,C1424CEW
-58.37294717,-34.64673745,2018,REXONA,PRIMO CONTENTS S.R.L.,CINE PUBLICITARIO,2018-03-14,"MONTES DE OCA, MANUEL AV. 1702","MONTES DE OCA, MANUEL AV.",1702,BARRACAS,COMUNA 4,1270,C1270ABR
-58.37814718,-34.62799806,2018,PNC,JACARANDA FILMS S.A.,CINE PUBLICITARIO,2018-03-14,"IRIGOYEN, BERNARDO DE 1650","IRIGOYEN, BERNARDO DE",1650,CONSTITUCION,COMUNA 1,1138,C1138ABJ
-58.46725619,-34.55625018,2018,"ESTAS ACA, ESTAS ALLA",TAMANGO FILMS S.A.,CINE PUBLICITARIO,2018-03-15,VIDAL 3010,VIDAL,3010,NUÑEZ,COMUNA 13,1429,C1429AHD
-58.4217555,-34.5972993,2018,"ESTAS ACA, ESTAS ALLA",TAMANGO FILMS S.A.,CINE PUBLICITARIO,2018-03-15,"ACUÑA DE FIGUEROA, FRANCISCO 1240","ACUÑA DE FIGUEROA, FRANCISCO",1240,PALERMO,COMUNA 14,1180,C1180AAX
-58.44460714,-34.59086307,2018,"ESTAS ACA, ESTAS ALLA",TAMANGO FILMS S.A.,CINE PUBLICITARIO,2018-03-15,FITZ ROY 851,FITZ ROY,851,CHACARITA,COMUNA 15,1414,C1414CHG
-58.3896158,-34.64966286,2018,MUNDIAL,LANDIA S.R.L.,CINE PUBLICITARIO,2018-03-15,CALIFORNIA 3001,CALIFORNIA,3001,BARRACAS,COMUNA 4,1289,C1289ABO
-58.46790633,-34.56855619,2018,"ESTAS ACA, ESTAS ALLA",TAMANGO FILMS S.A.,CINE PUBLICITARIO,2018-03-15,MELIAN AV. 2102,MELIAN AV.,2102,BELGRANO,COMUNA 13,1430,C1430EXH
-58.45411061,-34.56719455,2018,"ESTAS ACA, ESTAS ALLA",TAMANGO FILMS S.A.,CINE PUBLICITARIO,2018-03-15,"PINO, VIRREY DEL 2530","PINO, VIRREY DEL",2530,COLEGIALES,COMUNA 13,1426,C1426EGT
-58.4655956,-34.57955215,2018,"YO, MI MUJER Y MI MUJER MUERTA",AZ FILMS S.A.,LARGOMETRAJE CON I.N.C.A.A.,2018-03-16,GIRIBONE 1664,GIRIBONE,1664,VILLA ORTUZAR,COMUNA 15,1427,C1427CAZ
-58.52151239,-34.63437034,2018,"YO, MI MUJER Y MI MUJER MUERTA",AZ FILMS S.A.,LARGOMETRAJE CON I.N.C.A.A.,2018-03-16,ALVAREZ JONTE AV. 6450,ALVAREZ JONTE AV.,6450,LINIERS,COMUNA 9,1408,C1408BXT
-58.37319171,-34.59296256,2018,"YO, MI MUJER Y MI MUJER MUERTA",AZ FILMS S.A.,LARGOMETRAJE CON I.N.C.A.A.,2018-03-16,SAN MARTIN 1210,SAN MARTIN,1210,RETIRO,COMUNA 1,1104,C1104AKD
-58.3896158,-34.64966286,2018,"YO, MI MUJER Y MI MUJER MUERTA",AZ FILMS S.A.,LARGOMETRAJE CON I.N.C.A.A.,2018-03-17,CALIFORNIA 3001,CALIFORNIA,3001,BARRACAS,COMUNA 4,1289,C1289ABO
-58.40550577,-34.63778562,2018,DIABETTX PLUS,GENOMMA LABORATORIES ARGENTINA S.A.,CINE PUBLICITARIO,2018-03-17,MONTEAGUDO 55,MONTEAGUDO,55,PARQUE PATRICIOS,COMUNA 4,1437,C1437EVA
-58.39768357,-34.58485251,2018,"YO, MI MUJER Y MI MUJER MUERTA",AZ FILMS S.A.,LARGOMETRAJE CON I.N.C.A.A.,2018-03-17,GUIDO 2700,GUIDO,2700,RECOLETA,COMUNA 2,1425,C1425ANF
-58.40020494,-34.62983678,2018,"YO, MI MUJER Y MI MUJER MUERTA",AZ FILMS S.A.,LARGOMETRAJE CON I.N.C.A.A.,2018-03-17,INCLAN 2543,INCLAN,2543,PARQUE PATRICIOS,COMUNA 4,1258,C1258AAE
-58.39799521,-34.58593432,2018,"YO, MI MUJER Y MI MUJER MUERTA",AZ FILMS S.A.,LARGOMETRAJE CON I.N.C.A.A.,2018-03-17,COPERNICO 2393,COPERNICO,2393,RECOLETA,COMUNA 2,1425,C1425CAA
-58.37692463,-34.59445615,2018,"YO, MI MUJER Y MI MUJER MUERTA",AZ FILMS S.A.,LARGOMETRAJE CON I.N.C.A.A.,2018-03-17,ARENALES 701,ARENALES,701,RETIRO,COMUNA 1,1061,C1061AAA
-58.47381661,-34.68182226,2018,EL HIJO,BUFFALO FILMS S.A.,LARGOMETRAJE CON I.N.C.A.A.,2018-03-18,"RUCCI, JOSE IGNACIO 4570","RUCCI, JOSE IGNACIO",4570,VILLA LUGANO,COMUNA 8,1439,C1439FWJ
-58.49674512,-34.57659514,2018,EL HIJO,BUFFALO FILMS S.A.,LARGOMETRAJE CON I.N.C.A.A.,2018-03-18,"RIVERA, PEDRO I., DR. 5801","RIVERA, PEDRO I., DR.",5801,VILLA URQUIZA,COMUNA 12,1431,C1431BWA
-58.43059831,-34.54963915,2018,"BANCO CIUDAD, TE QUEREMOS VER CRECER",PROTEINA PURA S.A.,CINE PUBLICITARIO,2018-03-19,"OBLIGADO RAFAEL, AV.COSTANERA 6350","OBLIGADO RAFAEL, AV.COSTANERA",6350,BELGRANO,COMUNA 13,,
-58.47316639,-34.55335618,2018,EL ROCIO,WERNER CINE S.R.L.,LARGOMETRAJE CON I.N.C.A.A.,2018-03-19,NUÑEZ 3040,NUÑEZ,3040,NUÑEZ,COMUNA 13,1429,C1429BWV
-58.36268362,-34.61102774,2018,EL ROCIO,WERNER CINE S.R.L.,LARGOMETRAJE CON I.N.C.A.A.,2018-03-19,MANSO JUANA 1195,MANSO JUANA,1195,PUERTO MADERO,COMUNA 1,1107,C1107CBW
-58.39764256,-34.58764546,2018,EL ROCIO,WERNER CINE S.R.L.,LARGOMETRAJE CON I.N.C.A.A.,2018-03-20,PUEYRREDON AV. 2151,PUEYRREDON AV.,2151,RECOLETA,COMUNA 2,1119,C1119ACE
-58.36070159,-34.61481843,2018,EL HIJO,BUFFALO FILMS S.A.,LARGOMETRAJE CON I.N.C.A.A.,2018-03-20,LANTERI JULIETA 1500,LANTERI JULIETA,1500,PUERTO MADERO,COMUNA 1,1107,C1107CRG
-58.42167339,-34.57159105,2018,EL HIJO,BUFFALO FILMS S.A.,LARGOMETRAJE CON I.N.C.A.A.,2018-03-21,"ISABEL, INFANTA AV. 110","ISABEL, INFANTA AV.",110,PALERMO,COMUNA 14,1425,C1425CHA
-58.43625119,-34.5825896,2018,EL HIJO,BUFFALO FILMS S.A.,LARGOMETRAJE CON I.N.C.A.A.,2018-03-21,EL SALVADOR 5699,EL SALVADOR,5699,PALERMO,COMUNA 14,1414,C1414BQE
-58.52510948,-34.63941796,2018,EL ROCIO,WERNER CINE S.R.L.,LARGOMETRAJE CON I.N.C.A.A.,2018-03-21,CARHUE 55,CARHUE,55,LINIERS,COMUNA 9,1408,C1408GBA
-58.49674512,-34.57659514,2018,"BANCO CIUDAD, TE QUEREMOS VER CRECER",PROTEINA PURA S.A.,CINE PUBLICITARIO,2018-03-21,"RIVERA, PEDRO I., DR. 5801","RIVERA, PEDRO I., DR.",5801,VILLA URQUIZA,COMUNA 12,1431,C1431BWA
-58.36070159,-34.61481843,2018,MADRE PROTECTORA,ADART PRODUCCIONES S.R.L.,LARGOMETRAJE,2018-03-21,LANTERI JULIETA 1500,LANTERI JULIETA,1500,PUERTO MADERO,COMUNA 1,1107,C1107CRG
-58.37967471,-34.63287771,2018,EL ROCIO,WERNER CINE S.R.L.,LARGOMETRAJE CON I.N.C.A.A.,2018-03-21,ITUZAINGO 1101,ITUZAINGO,1101,BARRACAS,COMUNA 4,1272,C1272AFI
-58.3853885,-34.59008259,2018,EL ROCIO,WERNER CINE S.R.L.,LARGOMETRAJE CON I.N.C.A.A.,2018-03-21,ALVEAR 1539,ALVEAR,1539,RETIRO,COMUNA 1,1014,C1014AAC
-58.42836518,-34.58720027,2018,EL ROCIO,WERNER CINE S.R.L.,LARGOMETRAJE CON I.N.C.A.A.,2018-03-22,COSTA RICA 4827,COSTA RICA,4827,PALERMO,COMUNA 14,1414,C1414BSM
-58.50588985,-34.56398967,2018,MADRE PROTECTORA,ADART PRODUCCIONES S.R.L.,LARGOMETRAJE,2018-03-22,AIZPURUA 3855,AIZPURUA,3855,SAAVEDRA,COMUNA 12,1431,C1431ESC
-58.37543801,-34.59606557,2018,VERDAD O CONSECUENCIA,LA MIRONA S.R.L.,OTROS,2018-03-22,SANTA FE AV. 601,SANTA FE AV.,601,RETIRO,COMUNA 1,1059,C1059ABA
-58.46788401,-34.54210871,2018,VERDAD O CONSECUENCIA,LA MIRONA S.R.L.,OTROS,2018-03-22,O'HIGGINS 4258,O'HIGGINS,4258,NUÑEZ,COMUNA 13,1429,C1429BCD
-58.45700373,-34.61077777,2018,VERDAD O CONSECUENCIA,LA MIRONA S.R.L.,OTROS,2018-03-22,"OROÑO, NICASIO 1237","OROÑO, NICASIO",1237,CABALLITO,COMUNA 6,1416,C1416BZC
-58.46790633,-34.56855619,2018,KANGOO,B B & A FILM & MARKETING S.R.L.,FOTOGRAFIA,2018-03-22,MELIAN AV. 2102,MELIAN AV.,2102,BELGRANO,COMUNA 13,1430,C1430EXH
-58.45112591,-34.55950813,2018,VERDAD O CONSECUENCIA,LA MIRONA S.R.L.,OTROS,2018-03-22,ZAVALIA 2044,ZAVALIA,2044,BELGRANO,COMUNA 13,1428,C1428AKD
-58.46671195,-34.56580295,2018,ERRE,TRES PLANOS CINE S.A.,PROGRAMA TELEVISIVO,2018-03-23,CONDE 2255,CONDE,2255,BELGRANO,COMUNA 13,1428,C1428DBA
-58.4410831,-34.60310411,2018,ERRE,TRES PLANOS CINE S.A.,PROGRAMA TELEVISIVO,2018-03-23,"MARECHAL, LEOPOLDO 1350","MARECHAL, LEOPOLDO",1350,VILLA CRESPO,COMUNA 15,1414,C1414BYF
-58.43480424,-34.60866562,2018,ERRE,TRES PLANOS CINE S.A.,PROGRAMA TELEVISIVO,2018-03-23,DIAZ VELEZ AV. 4800,DIAZ VELEZ AV.,4800,CABALLITO,COMUNA 6,1405,C1405DCP
-58.36184536,-34.61150384,2018,ERRE,TRES PLANOS CINE S.A.,PROGRAMA TELEVISIVO,2018-03-23,"PAINE, AIME 1200","PAINE, AIME",1200,PUERTO MADERO,COMUNA 1,1107,C1107CFB
-58.52151239,-34.63437034,2018,ERRE,TRES PLANOS CINE S.A.,PROGRAMA TELEVISIVO,2018-03-23,ALVAREZ JONTE AV. 6450,ALVAREZ JONTE AV.,6450,LINIERS,COMUNA 9,1408,C1408BXT
-58.42448201,-34.59645163,2018,IAMS,LABHOUSE S.A.,CINE PUBLICITARIO,2018-03-23,ESTADO DE PALESTINA 1184,ESTADO DE PALESTINA,1184,PALERMO,COMUNA 14,1182,C1182ADN
-58.46780368,-34.57643645,2018,IAMS,LABHOUSE S.A.,CINE PUBLICITARIO,2018-03-23,TRONADOR 1589,TRONADOR,1589,VILLA ORTUZAR,COMUNA 15,1430,C1430DKA
-58.37173271,-34.6268126,2018,COCA-COLA MUNDIAL 2018,KEPLER 187 S.R.L.,FOTOGRAFIA,2018-03-24,CASEROS AV. 438,CASEROS AV.,438,BARRACAS,COMUNA 4,1152,C1152AAN
-58.45890962,-34.56766923,2018,EASY DESPOJADOS,TRES PLANOS CINE S.A.,CINE PUBLICITARIO,2018-03-24,CRAMER AV. 1800,CRAMER AV.,1800,BELGRANO,COMUNA 13,1426,C1426APD
-58.46289861,-34.56716693,2018,NEXT PERSONAJE,GENOMMA LABORATORIES ARGENTINA S.A.,CINE PUBLICITARIO,2018-03-24,ECHEVERRIA 3160,ECHEVERRIA,3160,BELGRANO,COMUNA 13,1428,C1428DSF
-58.3751114,-34.59577239,2018,IAMS,LABHOUSE S.A.,CINE PUBLICITARIO,2018-03-24,FLORIDA 1005,FLORIDA,1005,RETIRO,COMUNA 1,1005,C1005AAU
-58.37150998,-34.59638221,2018,IAMS,LABHOUSE S.A.,CINE PUBLICITARIO,2018-03-24,"BUTTY, ENRIQUE, ING. 270","BUTTY, ENRIQUE, ING.",270,RETIRO,COMUNA 1,1001,C1001AFB
-58.39165594,-34.58368714,2018,NEXT PERSONAJE,GENOMMA LABORATORIES ARGENTINA S.A.,CINE PUBLICITARIO,2018-03-25,"FIGUEROA ALCORTA, PRES. AV. 2200","FIGUEROA ALCORTA, PRES. AV.",2200,RECOLETA,COMUNA 2,1425,C1425CKN
-58.49674512,-34.57659514,2018,BABYSITTER,FUNDACION DEL CINE,ESTUDIANTES,2018-03-25,"RIVERA, PEDRO I., DR. 5801","RIVERA, PEDRO I., DR.",5801,VILLA URQUIZA,COMUNA 12,1431,C1431BWA
-58.39650458,-34.58377597,2018,BABYSITTER,FUNDACION DEL CINE,ESTUDIANTES,2018-03-25,AGUERO 2650,AGUERO,2650,RECOLETA,COMUNA 2,1425,C1425EID
-58.37301167,-34.61820902,2018,KANGOO,LANDIA S.R.L.,CINE PUBLICITARIO,2018-03-26,BOLIVAR 886,BOLIVAR,886,SAN TELMO,COMUNA 1,1066,C1066AAR
-58.46589150000001,-34.59008198,2018,CAMPAÑA,ROYAL COUNTY OF BERKSHIRERE POLO CLUB S.A.,FOTOGRAFIA,2018-03-26,ELCANO AV. 4568,ELCANO AV.,4568,CHACARITA,COMUNA 15,1427,C1427CIQ
-58.45163802,-34.54928886,2018,INFIERNO GRANDE,ZIOC S.R.L.,LARGOMETRAJE NACIONAL,2018-03-26,"PLAZA, VICTORINO DE LA, DR. 1677","PLAZA, VICTORINO DE LA, DR.",1677,BELGRANO,COMUNA 13,1428,C1428CBO
-58.37221506,-34.60320914,2018,INFIERNO GRANDE,ZIOC S.R.L.,LARGOMETRAJE NACIONAL,2018-03-26,CORRIENTES AV. 380,CORRIENTES AV.,380,SAN NICOLAS,COMUNA 1,1043,C1043AAQ
-58.39157761,-34.58649383,2018,AL QUE MADRUGA EL REY LO AYUDA,PRIMO CONTENTS S.R.L.,CINE PUBLICITARIO,2018-03-26,JUNIN 1930,JUNIN,1930,RECOLETA,COMUNA 2,1113,C1113AAX
-58.39768357,-34.58485251,2018,SKETCHES,UNIVERSIDAD DE TRES DE FEBRERO,OTROS,2018-03-26,GUIDO 2700,GUIDO,2700,RECOLETA,COMUNA 2,1425,C1425ANF
-58.39165594,-34.58368714,2018,SKETCHES,UNIVERSIDAD DE TRES DE FEBRERO,OTROS,2018-03-27,"FIGUEROA ALCORTA, PRES. AV. 2200","FIGUEROA ALCORTA, PRES. AV.",2200,RECOLETA,COMUNA 2,1425,C1425CKN
-58.36268362,-34.61102774,2018,PROMO JUSTICIERO,LADOBLEA S.A.,CINE PUBLICITARIO,2018-03-27,MANSO JUANA 1195,MANSO JUANA,1195,PUERTO MADERO,COMUNA 1,1107,C1107CBW
-58.49674512,-34.57659514,2018,PROMO JUSTICIERO,LADOBLEA S.A.,CINE PUBLICITARIO,2018-03-27,"RIVERA, PEDRO I., DR. 5801","RIVERA, PEDRO I., DR.",5801,VILLA URQUIZA,COMUNA 12,1431,C1431BWA
-58.39055322,-34.58676432,2018,PROMO JUSTICIERO,LADOBLEA S.A.,CINE PUBLICITARIO,2018-03-27,ALVEAR AV. 2100,ALVEAR AV.,2100,RECOLETA,COMUNA 2,1129,C1129AAP
-58.36268362,-34.61102774,2018,FINAL DE SANDRO EN EL GRAN REX,TELEVISION FEDERAL S.A.,PROGRAMA TELEVISIVO,2018-03-27,MANSO JUANA 1195,MANSO JUANA,1195,PUERTO MADERO,COMUNA 1,1107,C1107CBW
-58.36070159,-34.61481843,2018,DES ENCONTROS,MURILLO CINE S.R.L.,PROGRAMA TELEVISIVO,2018-03-27,LANTERI JULIETA 1500,LANTERI JULIETA,1500,PUERTO MADERO,COMUNA 1,1107,C1107CRG
-58.35564508,-34.63236935,2018,DES ENCONTROS,MURILLO CINE S.R.L.,PROGRAMA TELEVISIVO,2018-03-28,CABOTO 1052,CABOTO,1052,BOCA,COMUNA 4,1157,C1157ABT
-58.47177182,-34.61767406,2018,DES ENCONTROS,MURILLO CINE S.R.L.,PROGRAMA TELEVISIVO,2018-03-28,"VIALE, LUIS 2643","VIALE, LUIS",2643,VILLA GRAL. MITRE,COMUNA 11,1416,C1416DNQ
-58.50246106,-34.56780659,2018,DES ENCONTROS,MURILLO CINE S.R.L.,PROGRAMA TELEVISIVO,2018-03-28,LAVOISIER 3515,LAVOISIER,3515,VILLA URQUIZA,COMUNA 12,1431,C1431DTK
-58.36268362,-34.61102774,2018,DES ENCONTROS,MURILLO CINE S.R.L.,PROGRAMA TELEVISIVO,2018-03-28,MANSO JUANA 1195,MANSO JUANA,1195,PUERTO MADERO,COMUNA 1,1107,C1107CBW
-58.36172576,-34.61339558,2018,DES ENCONTROS,MURILLO CINE S.R.L.,PROGRAMA TELEVISIVO,2018-03-29,SALOTTI MARTHA 445,SALOTTI MARTHA,445,PUERTO MADERO,COMUNA 1,,
-58.38389762,-34.60127478,2018,DES ENCONTROS,MURILLO CINE S.R.L.,PROGRAMA TELEVISIVO,2018-03-29,LIBERTAD 615,LIBERTAD,615,SAN NICOLAS,COMUNA 1,1012,C1012AAM
-58.4022973,-34.63345113,2018,DES ENCONTROS,MURILLO CINE S.R.L.,PROGRAMA TELEVISIVO,2018-03-29,"CASTILLO, CATULO 2750","CASTILLO, CATULO",2750,PARQUE PATRICIOS,COMUNA 4,1261,C1261ACJ
-58.50330976,-34.564840000000004,2018,VW,TRESBIEN S.R.L.,CINE PUBLICITARIO,2018-03-29,"WILLIAMS, ALBERTO 5980","WILLIAMS, ALBERTO",5980,SAAVEDRA,COMUNA 12,1431,C1431BHH
-58.40797857,-34.60178587,2018,VW,TRESBIEN S.R.L.,CINE PUBLICITARIO,2018-03-29,"JAURES, JEAN 715","JAURES, JEAN",715,BALVANERA,COMUNA 3,1215,C1215ACM
-58.36670707,-34.60738507,2018,VW,TRESBIEN S.R.L.,CINE PUBLICITARIO,2018-03-29,"MOREAU DE JUSTO, ALICIA AV. 835","MOREAU DE JUSTO, ALICIA AV.",835,PUERTO MADERO,COMUNA 1,1107,C1107AAQ
-58.37221506,-34.60320914,2018,BAÑEROS 5,ARGENTINA SONO FILM S.A.C.I.,LARGOMETRAJE NACIONAL,2018-03-31,CORRIENTES AV. 380,CORRIENTES AV.,380,SAN NICOLAS,COMUNA 1,1043,C1043AAQ
-58.375697,-34.606735,2 TRIMESTRE 2018,MOSTAZA MUNDIAL,LADOBLEA S.A.,Cine Publicitario,2018-04-01,"SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. 615","SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV.",615,San Nicolas,Comuna 1,1035,C1035AAB
-58.437744,-34.578413,2 TRIMESTRE 2018,DICHOSO ENCUENTRO,Fundación del Cine,Estudiantes,2018-04-01,NICARAGUA 6002,NICARAGUA,6002,Palermo,Comuna 14,1414,C1414BWN
-58.369066,-34.600433,2 TRIMESTRE 2018,MOSTAZA MUNDIAL,LADOBLEA S.A.,Cine Publicitario,2018-04-02,TUCUMAN 1,TUCUMAN,1,San Nicolas,Comuna 1,1049,C1049AAA
-58.37305300000001,-34.609086,2 TRIMESTRE 2018,MOSTAZA MUNDIAL,LADOBLEA S.A.,Cine Publicitario,2018-04-02,"YRIGOYEN, HIPOLITO AV. 476","YRIGOYEN, HIPOLITO AV.",476,Monserrat,Comuna 1,1086,C1086AAF
-58.467229,-34.581072,2 TRIMESTRE 2018,LA PROTAGONISTA,Fundación del Cine,Estudiantes,2018-04-02,PLAZA 1145,PLAZA,1145,Villa Ortuzar,Comuna 15,1427,C1427CVI
-58.354584,-34.632489,2 TRIMESTRE 2018,HIMNO RUSO,Primo Contents S.R.L.,Cine Publicitario,2018-04-03,BRANDSEN 55,BRANDSEN,55,Boca,Comuna 4,1161,C1161AAA
-58.511537,-34.624125,2 TRIMESTRE 2018,HIMNO RUSO,Primo Contents S.R.L.,Cine Publicitario,2018-04-03,ALVAREZ JONTE AV. 5299,ALVAREZ JONTE AV.,5299,Monte Castro,Comuna 10,1407,C1407GPG
-58.484565,-34.595915000000005,2 TRIMESTRE 2018,LA CAIDA,AZTEKA FILMS S.R.L.,Programa Televisivo,2018-04-03,ZAMUDIO 3241,ZAMUDIO,3241,Agronomia,Comuna 15,1417,C1417DOI
-58.498022,-34.583,2 TRIMESTRE 2018,LA PROTAGONISTA,Fundación del Cine,Estudiantes,2018-04-03,"ARTIGAS, JOSE GERVASIO, GRAL. 4757","ARTIGAS, JOSE GERVASIO, GRAL.",4757,Villa Pueyrredon,Comuna 12,1419,C1419ECY
-58.468422,-34.582173,2 TRIMESTRE 2018,LA PROTAGONISTA,Fundación del Cine,Estudiantes,2018-04-03,HOLMBERG 1053,HOLMBERG,1053,Villa Ortuzar,Comuna 15,1427,C1427CYE
-58.378491,-34.653905,2 TRIMESTRE 2018,HIMNO RUSO,Primo Contents S.R.L.,Cine Publicitario,2018-04-03,"DARQUIER, JUAN 990","DARQUIER, JUAN",990,Barracas,Comuna 4,1276,C1276ABB
-58.483107,-34.587034,2 TRIMESTRE 2018,LA CAIDA,AZTEKA FILMS S.R.L.,Programa Televisivo,2018-04-04,TURIN 3205,TURIN,3205,Parque Chas,Comuna 15,1431,C1431DHG
-58.38349100000001,-34.600459,2 TRIMESTRE 2018,Living in the City,Griyo S.R.L.,Fotografia,2018-04-04,VIAMONTE 1180,VIAMONTE,1180,San Nicolas,Comuna 1,1053,C1053ABX
-58.371762,-34.620651,2 TRIMESTRE 2018,Living in the City,Griyo S.R.L.,Fotografia,2018-04-04,HUMBERTO 1° 421,HUMBERTO 1°,421,San Telmo,Comuna 1,1103,C1103ACI
-58.428365,-34.587203,2 TRIMESTRE 2018,Amor a última vista,Patagonik Film Group S.A.,Largometraje Nacional,2018-04-04,COSTA RICA 4827,COSTA RICA,4827,Palermo,Comuna 14,1414,C1414BSM
-58.475385,-34.591043,2 TRIMESTRE 2018,Amor a última vista,Patagonik Film Group S.A.,Largometraje Nacional,2018-04-04,CHORROARIN AV. 451,CHORROARIN AV.,451,Paternal,Comuna 15,1427,C1427CXB
-58.37945300000001,-34.59904,2 TRIMESTRE 2018,LA PROTAGONISTA,Fundación del Cine,Estudiantes,2018-04-04,CORDOBA AV. 882,CORDOBA AV.,882,San Nicolas,Comuna 1,1054,C1054AAU
